metric_id,stat_date,impressions,clicks,engagements,reach,booking_requests,confirmed_bookings,revenue,placement_id
98009,2023-04-26,166033,4296,1517,139847,4357,743,832695.4,491
98010,2023-05-02,448927,17460,1650,281124,4877,576,1587566.37,491
98011,2023-05-04,387378,9635,3793,249937,9866,2334,2651878.26,491
98012,2023-05-06,126120,6132,818,101271,2920,206,565424.05,491
98013,2023-05-15,57877,638,564,20683,4418,272,1280998.94,491
98014,2023-05-20,467497,8888,761,319698,2600,433,1348797.61,491
98015,2023-05-22,183407,4396,1678,155108,2460,266,1132137.41,491
98016,2023-05-29,323246,12318,1255,190233,6136,1621,4777997.2,491
98017,2023-06-02,75223,3251,84,59830,3566,863,2492611.02,491
98018,2023-06-04,439236,4213,2599,310527,1643,184,827282.14,491
98019,2023-06-05,279661,10281,2281,131965,3089,708,3269732.62,491
98020,2023-06-10,223002,9708,1173,179518,3668,1025,2355744.46,491
98021,2023-06-11,198764,7096,479,168174,5780,440,1783205.13,491
98022,2023-06-17,48020,2308,299,20425,6514,705,1137872.06,491
98023,2023-06-18,136230,6764,874,114382,9902,2191,5231935.52,491
98024,2023-06-20,26212,133,162,20737,4511,685,3276428.67,491
98025,2023-06-21,297189,5760,536,113159,614,80,237642.56,491
98026,2023-06-23,91636,1593,687,61650,4277,234,566087.93,491
98027,2023-06-30,491105,3037,882,438653,4918,1365,5833649.27,491
98028,2023-07-05,361296,3302,3394,269711,734,162,608302.84,491
98029,2023-07-08,39775,352,367,16764,3410,871,2835227.82,491
98030,2023-07-13,79891,2297,164,58090,6250,1616,4148274.79,491
98031,2023-07-19,67003,2182,278,31556,4644,753,524331.33,491
98032,2023-07-21,361528,15684,475,291184,5251,988,2456982.33,491
98033,2023-07-22,469397,12045,2580,183273,6201,1776,1193058.2,491
98034,2023-08-02,24668,1047,37,7836,4251,239,1108176.37,491
98035,2023-08-03,38933,825,222,30920,8775,1057,4825474.65,491
98036,2023-08-07,61593,2419,204,27045,9170,919,4276361.96,491
98037,2023-08-08,452568,18953,3311,286725,6138,669,2628589.67,491
98038,2023-08-10,47776,1938,203,28225,1833,227,367853.64,491
98039,2023-08-11,50845,1632,57,15718,9103,2615,6132981.69,491
98040,2023-08-13,164799,2663,691,109924,7413,504,1089072.67,491
98041,2023-08-15,304626,4108,2492,112125,1387,166,250042.78,491
98042,2023-08-18,76620,1514,232,40560,2229,428,2023434.33,491
98043,2023-08-20,66888,1008,613,53030,9762,1663,7895442.14,491
98044,2023-08-21,237985,10364,1618,115773,7189,756,2444587.77,491
98045,2023-08-23,392866,2174,3717,331111,1386,327,718484.74,491
98046,2023-08-25,275292,13514,1661,112059,1222,148,345195.85,491
98047,2023-08-28,109656,5429,703,70281,5028,1391,3435342.22,491
98048,2023-08-30,142170,6802,1209,92139,1251,328,275395.27,491
98049,2023-08-31,7797,251,68,2401,5236,1094,1016217.1,491
98050,2023-09-01,407103,7394,1814,352261,3259,536,2230037.3,491
98051,2023-09-04,309125,13248,1603,277712,6285,1230,3100821.17,491
98052,2023-09-05,88421,3970,412,57627,9613,841,4148812.66,491
98053,2023-09-06,310374,12776,2501,99322,2748,764,3199084.57,491
98054,2023-09-07,119290,1407,656,75076,6143,1419,3050917.49,491
98055,2023-09-13,400909,5848,3437,275527,5717,1601,7875426.35,491
98056,2023-09-15,114473,5618,1059,89286,192,15,60471.95,491
98057,2023-09-16,114693,2854,407,53178,4025,406,593256.48,491
98058,2023-09-17,286809,3347,1574,105868,5256,308,999717.12,491
98059,2023-09-20,338132,12430,881,292767,4189,1005,1959449.43,491
98060,2023-09-21,337491,2059,1561,203987,4861,1007,1093430.58,491
98061,2023-09-23,459755,20042,3546,312737,3755,237,840583.2,491
98062,2023-09-24,128125,6235,722,64900,1535,224,448365.24,491
98063,2023-09-25,104894,3090,511,64357,1882,237,1126185.43,491
98064,2023-09-26,316062,15029,2364,208464,1694,493,2240222.15,491
98065,2023-09-27,217226,3557,262,109730,280,77,205771.06,491
98066,2023-09-30,120059,2976,746,52458,4043,519,997995.24,491
98067,2023-10-02,246320,776,604,193354,6343,996,2516935.64,491
98068,2023-10-04,159400,2805,873,59571,101,14,68841.82,491
98069,2023-10-08,53326,2129,130,30664,6777,1444,2354391.02,491
98070,2023-10-11,345893,11804,1121,177918,3778,596,498319.8,491
98071,2023-10-13,189610,5475,1521,122189,2876,731,3089178.86,491
98072,2023-10-16,2220,95,5,773,6420,999,2781320.99,491
98073,2023-10-24,293735,4548,2472,230227,8614,619,1836848.26,491
98074,2023-10-26,100703,840,280,85835,3080,563,1203827.95,491
98075,2023-10-27,2357,42,11,764,119,25,21788.28,491
98076,2023-10-28,5452,137,13,2386,5411,400,952184.05,491
98077,2023-11-01,239887,6407,2236,123804,8194,684,989631.33,491
98078,2023-11-02,337248,5898,2660,160886,4569,231,605780.16,491
98079,2023-11-10,181338,1082,799,136801,3948,426,912591.4,491
98080,2023-11-11,16371,377,36,7664,2718,676,1350502.95,491
98081,2023-11-13,119629,2509,779,104896,5541,680,1643642.42,491
98082,2023-11-16,213959,9202,1744,146568,9981,2954,8617577.24,491
98083,2023-11-18,306369,8847,2550,167876,5932,1237,5449088.32,491
98084,2023-11-20,17064,211,59,14837,336,75,296365.3,491
98085,2023-11-25,47850,756,326,25875,4475,1192,1671619.07,491
98086,2023-12-02,404189,14855,3179,276592,990,166,364594.06,491
98087,2023-12-03,338227,11089,2473,223944,7009,833,2928103.56,491
98088,2023-12-06,69920,3463,623,46993,5703,1594,7879834.99,491
98089,2023-12-11,281318,4877,861,190353,7297,1768,2494912.07,491
98090,2023-12-12,434660,14774,4238,210872,7874,2019,6370554.41,491
98091,2023-12-24,300644,1189,2195,267575,4227,277,883896.67,491
98092,2023-12-25,175771,3692,1024,157773,3718,805,3662069.96,491
98093,2024-01-02,386233,11730,608,157624,7496,2118,3015608.94,491
98094,2024-01-05,310530,3972,2925,119308,4926,637,824276.7,491
98095,2024-01-06,313603,12388,1394,130072,3043,798,2496008.89,491
98096,2024-01-10,456227,9643,3686,171650,749,178,724577.1,491
98097,2024-01-11,240120,4849,1983,123666,4153,937,4148847.15,491
98098,2024-01-12,25697,689,189,11763,960,84,243612.37,491
98099,2024-01-14,160189,7652,1170,70744,7209,748,3095124.33,491
98100,2024-01-15,344389,3306,3241,139994,3376,922,3892721.3,491
98101,2024-01-16,425549,18882,2541,378827,3499,681,872062.93,491
98102,2024-01-23,195845,2038,1871,69301,6623,1588,6627553.65,491
98103,2024-01-24,129764,4306,1044,96795,8383,702,2658327.94,491
98104,2024-02-11,182552,4541,1273,88170,1639,363,1108197.61,491
98105,2024-02-12,478302,20309,3232,346113,4189,324,202322.37,491
98106,2024-02-13,209192,1212,1927,140519,6317,1357,2427983.97,491
98107,2024-02-19,421590,1030,3772,249727,110,23,61895.1,491
98108,2024-02-22,430096,2835,2883,267247,5191,617,2639652.08,491
98109,2024-02-23,179594,2178,1278,157682,9307,2562,10701823.0,491
98110,2024-02-24,298066,12377,2125,208544,5654,1104,4154147.24,491
98111,2024-02-28,18169,456,26,15134,1094,184,547936.38,491
98112,2024-03-01,215861,7132,1421,107838,6800,798,2206394.18,491
98113,2024-03-10,81913,3865,209,68783,8247,1328,4153123.38,491
98114,2024-03-12,327296,7273,705,125698,4120,641,592224.59,491
98115,2024-03-13,486930,22819,1846,387796,8009,2047,3113030.58,491
98116,2024-03-14,279156,12641,1726,94861,9536,1430,6055969.5,491
98117,2024-03-15,481058,9301,4621,286518,2378,310,275579.17,491
98118,2024-03-18,375057,7578,2300,240877,2904,542,417048.29,491
98119,2024-03-20,295218,4531,639,228607,537,53,113415.82,491
98120,2024-03-25,24425,414,120,17106,9397,547,991700.8,491
98121,2024-04-03,268838,8775,1580,180752,3112,606,2001628.91,491
98122,2024-04-07,317381,9146,1508,172027,2105,392,450627.82,491
98123,2024-04-08,173603,4209,530,153922,1034,184,218201.29,491
98124,2024-04-09,291275,11601,1076,143846,2320,622,2806383.12,491
98125,2024-04-10,116347,5706,511,92952,6319,1619,3738632.49,491
98126,2024-04-12,414381,1603,3279,152751,8364,1845,2817501.9,491
98127,2024-04-17,60577,2021,227,30467,4441,330,1471136.75,491
98128,2024-04-21,24429,94,194,17786,2557,478,1801468.01,491
98129,2024-04-24,332158,12693,1765,135806,6410,1353,2164234.11,491
98130,2024-04-26,129060,5428,687,103791,5407,1349,2983142.63,491
98131,2024-05-04,266643,9832,2113,234140,774,222,592793.66,491
98132,2024-05-11,22764,578,31,12952,2511,513,1712408.19,491
98133,2024-05-23,22264,680,213,9726,1575,287,722018.64,491
98134,2024-05-26,265032,8058,1646,111418,2709,576,320619.43,491
98135,2024-05-27,213457,8031,714,136295,4905,966,1579212.92,491
98136,2024-05-28,397370,13348,598,204016,4417,782,1718829.61,491
98137,2024-05-29,197887,3165,1124,122103,8232,595,2212158.75,491
98138,2024-05-30,132171,1038,803,78933,5940,453,1248973.9,491
98139,2024-05-31,474206,20339,3329,419415,6982,840,3308699.63,491
98140,2024-06-03,11439,269,19,9281,4003,704,3270658.59,491
98141,2024-06-05,163992,5076,575,69243,2873,630,472712.12,491
98142,2024-06-06,356887,3518,440,202189,6899,1847,3484212.75,491
98143,2024-06-07,195374,9156,962,90741,1369,128,584309.75,491
98144,2024-06-13,458086,19745,2778,391851,4881,389,1084103.89,491
98145,2024-06-16,316523,2042,426,166635,2556,693,396727.77,491
98146,2024-06-19,316605,2488,595,278369,5060,1272,5272201.33,491
98147,2024-06-21,283897,2949,2325,170779,7918,1958,2396983.61,491
98148,2024-06-23,201733,3801,367,161894,4988,557,661606.96,491
98149,2024-06-24,113588,387,674,50798,7315,659,1202017.23,491
98150,2024-06-28,247065,2767,1873,91381,6016,1118,2842764.33,491
98151,2024-06-29,466689,9656,3815,317095,1574,232,223814.97,491
98152,2024-07-01,451272,20063,4375,197395,1704,386,595056.2,491
98153,2024-07-04,43355,119,362,36938,3972,504,704900.52,491
98154,2024-07-06,479609,22688,1095,341189,4078,922,1846639.69,491
98155,2024-07-13,20478,621,132,8475,6161,727,1360422.21,491
98156,2024-07-14,90011,2018,527,42240,590,48,224090.44,491
98157,2024-07-15,77986,1440,390,51647,9358,1226,3646601.7,491
98158,2024-07-19,438016,13683,1883,230014,6505,888,2161770.55,491
98159,2024-07-20,467069,7564,2154,400053,6042,1016,5049201.13,491
98160,2024-07-24,235947,5459,1813,204807,5208,540,768748.3,491
98161,2024-07-26,193000,5250,814,112853,1799,160,203339.96,491
98162,2024-07-30,161299,642,1052,103172,9021,2105,7839136.62,491
98163,2024-07-31,73529,3555,382,26456,4740,601,553634.94,491
98164,2024-08-05,388191,9668,2144,336304,1786,250,911524.97,491
98165,2024-08-06,212586,1077,1420,95883,6953,1218,4640464.09,491
98166,2024-08-11,321286,1488,2633,193390,1098,66,110731.23,491
98167,2024-08-14,337276,9240,2117,211809,8744,2513,9842724.74,491
98168,2024-08-17,486901,19801,2173,319671,4572,313,1381652.05,491
98169,2024-08-18,299867,10128,588,106936,9931,1127,3117436.02,491
98170,2024-08-21,56529,181,398,42297,4464,314,1032674.69,491
98171,2024-08-22,56124,2268,352,45744,498,76,363771.63,491
98172,2024-08-25,389442,6789,710,294094,8734,862,1168053.29,491
98173,2024-08-27,166098,7891,984,82930,1418,386,1223230.76,491
98174,2024-08-31,81209,2345,311,24516,7979,1235,958727.18,491
98175,2024-09-05,249543,5195,1116,119325,3076,514,1251612.52,491
98176,2024-09-06,451706,7577,1270,202241,9207,1035,3859291.01,491
98177,2024-09-08,218233,1320,482,144110,8665,2374,9047675.97,491
98178,2024-09-10,105714,273,516,86409,9632,1918,2545764.51,491
98179,2024-09-16,12904,282,54,6475,6854,1332,5833122.33,491
98180,2024-09-17,53226,2026,167,20252,2594,716,2589411.7,491
98181,2024-09-23,301392,7368,354,161883,5396,929,4415558.93,491
98182,2024-10-01,270440,4218,1224,116702,9704,1768,1508839.18,491
98183,2024-10-02,440637,1858,3527,134779,6205,325,1050300.66,491
98184,2024-10-03,68582,314,551,56181,2005,502,299403.54,491
98185,2024-10-04,225521,9345,266,172242,4951,1063,3812930.4,491
98186,2024-10-09,267634,10998,1505,115262,138,19,48130.2,491
98187,2024-10-14,196130,6014,463,68782,3464,774,1104502.41,491
98188,2024-10-17,277788,6824,2407,190418,5583,838,4160806.28,491
98189,2024-10-22,46538,958,131,30837,9680,1259,1070648.0,491
98190,2024-10-23,283806,7516,2471,208056,4436,297,727794.45,491
98191,2024-10-24,411718,11495,2098,158195,8548,1784,7142526.25,491
98192,2024-10-25,360443,4258,3537,245822,3913,613,2356685.48,491
98193,2024-10-26,298687,2866,1796,144578,7334,1651,1211940.5,491
98194,2024-10-30,235438,3661,1703,148758,9380,1376,4850195.46,491
98195,2024-11-02,73575,502,124,31298,6410,753,3136382.38,491
98196,2024-11-06,374367,7680,3597,215160,2065,252,312336.98,491
98197,2024-11-07,311266,7499,627,254667,7079,1092,687001.5,491
98198,2024-11-10,114636,5384,159,98471,446,25,86285.6,491
98199,2024-11-11,131057,3424,623,70026,6685,1647,8120196.28,491
98200,2024-11-13,279686,13660,533,209448,5661,410,633085.56,491
98201,2023-04-13,212694,3165,1844,106330,2241,273,457348.09,492
98202,2023-04-15,231258,11560,958,109457,1404,140,338570.34,492
98203,2023-04-16,232052,1265,755,98100,2327,314,728848.58,492
98204,2023-04-18,248935,11425,2107,124348,387,83,102100.93,492
98205,2023-04-25,396167,18983,1246,323044,1124,251,440564.3,492
98206,2023-04-26,259315,8244,2308,190513,8126,792,1152562.98,492
98207,2023-04-27,489045,13446,753,388945,6529,935,3140747.36,492
98208,2023-05-01,372114,8043,2669,210279,7294,480,906168.28,492
98209,2023-05-08,385670,1725,3271,257531,3378,632,3005472.88,492
98210,2023-05-11,384579,16672,1879,121348,4747,449,1770419.56,492
98211,2023-05-12,424692,10796,1931,323050,5463,470,1474451.01,492
98212,2023-05-17,477187,8329,2156,178617,7872,1679,1525618.51,492
98213,2023-05-18,48165,1202,418,19793,2946,329,1110988.51,492
98214,2023-05-19,400868,18944,1204,168441,7133,744,1067566.31,492
98215,2023-05-21,8480,21,25,5138,7285,665,2325113.22,492
98216,2023-05-22,333836,3087,1374,214772,5592,1435,2702522.04,492
98217,2023-05-24,293101,9730,2025,103432,2849,814,3098484.91,492
98218,2023-05-26,343736,8377,2459,300818,8308,1037,4059471.27,492
98219,2023-06-01,409251,3644,2064,283182,7860,907,3194792.37,492
98220,2023-06-03,67062,2024,384,52648,3375,731,1179620.27,492
98221,2023-06-04,63066,935,463,31928,4086,787,3718584.16,492
98222,2023-06-05,182250,1388,1817,102566,2835,615,1650787.18,492
98223,2023-06-09,155472,7676,1023,98970,9472,1689,4594411.8,492
98224,2023-06-13,78991,1991,483,47065,8837,1449,2745739.9,492
98225,2023-06-17,332341,15036,1818,113430,5535,482,1201603.27,492
98226,2023-06-22,257908,11894,857,189965,4326,848,1416983.63,492
98227,2023-06-29,120805,2233,1139,61080,2788,622,631165.71,492
98228,2023-06-30,39895,1797,283,16361,6127,769,2889350.11,492
98229,2023-07-01,351463,8014,613,211013,8509,1420,3658414.53,492
98230,2023-07-03,294559,3411,1824,244589,4093,1013,4018217.72,492
98231,2023-07-07,355820,4017,867,214547,2291,306,980313.25,492
98232,2023-07-08,39292,308,95,17144,733,204,915607.24,492
98233,2023-07-12,346830,13209,1231,118623,4569,1230,2475767.73,492
98234,2023-07-13,417558,12142,1983,180334,4456,1292,2416382.37,492
98235,2023-07-15,109192,886,509,54601,9359,1974,5303566.07,492
98236,2023-07-17,249572,2272,403,141488,6909,1267,2439481.82,492
98237,2023-07-18,136016,3160,1240,112123,3851,1034,561941.3,492
98238,2023-07-20,434407,646,481,154816,191,23,57262.14,492
98239,2023-07-21,186128,5278,560,80112,6825,1439,1705231.19,492
98240,2023-07-23,487440,17591,1687,308916,9663,845,2535193.14,492
98241,2023-07-24,471158,9785,1468,342136,7612,1175,1474463.81,492
98242,2023-07-25,224744,3979,566,95834,5146,678,2919762.21,492
98243,2023-07-27,438283,10526,3775,179775,6110,1277,945815.62,492
98244,2023-07-30,400205,12681,2934,127598,5381,405,1297559.45,492
98245,2023-08-05,17486,507,66,13845,572,66,221944.9,492
98246,2023-08-13,224162,6297,938,91052,2769,830,3192284.04,492
98247,2023-08-14,381842,10799,2207,230212,4343,1022,1935646.76,492
98248,2023-08-20,163490,2548,1054,145906,9605,703,2158485.77,492
98249,2023-08-21,53931,407,195,47557,2094,401,1538287.77,492
98250,2023-08-25,285072,13197,944,188443,6497,902,3474646.84,492
98251,2023-08-27,52690,1325,369,41775,6464,1331,2846858.64,492
98252,2023-08-30,81971,3823,320,69635,6560,1130,2064180.95,492
98253,2023-08-31,461081,12309,2195,155602,1828,483,1591703.53,492
98254,2023-09-06,494841,23107,3548,340974,641,169,522159.66,492
98255,2023-09-10,364747,15853,1315,284855,8737,1125,3313586.81,492
98256,2023-09-12,5051,11,40,1867,5146,353,1681081.11,492
98257,2023-09-21,288644,4304,2149,154501,3483,315,830644.44,492
98258,2023-09-22,492648,7540,1557,381277,965,154,482461.01,492
98259,2023-09-23,20695,261,89,14250,6325,1067,2197599.03,492
98260,2023-09-24,122420,2049,1015,94625,4676,295,585162.41,492
98261,2023-09-25,132394,5854,414,65879,2360,417,661284.26,492
98262,2023-09-26,112375,1218,1096,34810,2755,650,1307913.43,492
98263,2023-09-27,54854,679,361,25607,5915,693,2312597.96,492
98264,2023-09-28,325826,7876,715,246086,6855,1840,5473748.18,492
98265,2023-10-03,486564,6337,1485,194817,2622,691,1790479.2,492
98266,2023-10-04,414003,19116,1172,282846,562,38,127699.06,492
98267,2023-10-05,174920,2157,224,55357,2716,456,1565536.3,492
98268,2023-10-07,308615,659,3056,186111,9227,2024,6383708.94,492
98269,2023-10-13,287271,6332,372,186374,9227,2688,5331471.34,492
98270,2023-10-24,394766,13811,2156,176702,8645,1165,2159692.08,492
98271,2023-10-25,26781,1173,26,17881,9101,1968,3145306.1,492
98272,2023-10-26,359785,2523,2451,168020,2802,466,1984683.67,492
98273,2023-10-28,79547,2328,597,24355,5789,468,936041.59,492
98274,2023-10-29,214472,5485,1345,132812,5719,1279,2900398.76,492
98275,2023-11-01,85526,3884,599,51272,9797,901,1557219.17,492
98276,2023-11-03,344137,8690,1486,106551,293,67,63373.85,492
98277,2023-11-05,165215,2227,634,50769,7564,475,898497.93,492
98278,2023-11-08,408538,10134,3501,185526,6415,865,1390762.78,492
98279,2023-11-10,33126,1062,204,13636,7116,1524,4427076.14,492
98280,2023-11-17,153224,6501,180,62881,4207,240,514534.27,492
98281,2023-11-18,314508,9439,1874,160058,5647,1342,1700174.77,492
98282,2023-11-24,196912,1108,851,128094,9452,1061,2523332.59,492
98283,2023-11-25,138371,909,840,45353,2748,588,2906448.82,492
98284,2023-11-27,356224,13718,1161,142606,6837,1272,4688516.99,492
98285,2023-11-30,115984,446,403,37895,8223,1434,4348873.83,492
98286,2023-12-01,40417,142,226,14098,7173,448,953516.78,492
98287,2023-12-09,288656,10266,818,204534,1050,168,453760.1,492
98288,2023-12-10,52130,2294,489,16709,6955,1973,3584073.62,492
98289,2023-12-12,96293,1203,625,48112,3828,904,3747623.43,492
98290,2023-12-14,254373,8990,831,193142,4565,503,569600.49,492
98291,2023-12-17,411912,9855,1824,255611,3080,188,489493.72,492
98292,2023-12-18,354144,1363,2981,138915,8829,1583,3300111.35,492
98293,2023-12-21,128788,5168,754,46699,9099,1807,1578132.14,492
98294,2023-12-24,282595,13369,1724,183050,5814,1435,745849.58,492
98295,2023-12-26,12620,501,67,10342,249,36,156759.14,492
98296,2024-01-03,67137,213,623,47866,5077,675,3171657.46,492
98297,2024-01-08,425113,20614,1291,229839,6928,1258,1741203.76,492
98298,2024-01-10,427630,1191,3208,175037,6739,390,1512689.88,492
98299,2024-01-17,168075,3177,1526,93508,6121,1504,3368842.85,492
98300,2024-01-21,224702,8357,990,82314,7384,902,3028880.63,492
98301,2024-01-25,442084,3386,3809,144451,7890,873,1155742.79,492
98302,2024-01-29,341983,1424,1323,123433,2689,166,764484.03,492
98303,2024-01-30,194379,2207,1086,142337,2443,251,425338.44,492
98304,2024-01-31,419953,8630,960,171179,3607,200,946649.01,492
98305,2024-02-04,12540,281,91,5283,7652,965,2057416.53,492
98306,2024-02-11,334690,10678,2611,165312,6057,862,3257352.44,492
98307,2024-02-19,53600,865,392,47706,6112,725,1914612.75,492
98308,2024-02-20,6508,265,49,3490,3395,820,3940853.82,492
98309,2024-02-21,156544,6394,1271,117027,8306,1309,5694035.66,492
98310,2024-02-22,356637,9136,1976,222532,1937,555,544238.38,492
98311,2024-03-02,102312,4149,995,62423,8068,1648,4648866.61,492
98312,2024-03-12,440051,18015,2161,202311,259,29,116209.5,492
98313,2024-03-16,113661,2613,591,99076,6216,1248,2023837.95,492
98314,2024-03-17,275856,5740,1121,125547,1696,410,1435813.77,492
98315,2024-03-21,32178,152,183,19659,2236,246,664023.27,492
98316,2024-03-23,266960,2108,2435,193895,2365,136,284109.12,492
98317,2024-03-26,354255,17134,2476,278320,5302,1424,5404083.39,492
98318,2024-03-29,147443,4210,990,93424,7016,2103,7715433.5,492
98319,2024-03-30,319940,12159,785,229659,8238,791,2262579.61,492
98320,2024-04-05,336662,5265,1322,178037,2157,633,2139176.09,492
98321,2024-04-08,312708,4023,2344,160680,8912,976,3956943.88,492
98322,2024-04-11,265803,10791,2331,177004,9498,1096,1876276.38,492
98323,2024-04-15,464217,21036,821,379841,6736,1464,2520880.11,492
98324,2024-04-19,246734,6470,278,145505,3187,242,1032141.7,492
98325,2024-04-20,352306,8543,977,249574,7657,476,640176.89,492
98326,2024-04-21,125941,4761,1139,107932,8870,1316,1939975.78,492
98327,2024-04-24,371259,15032,3379,181966,7207,1886,9221638.93,492
98328,2024-04-25,30791,401,181,24226,158,38,31409.83,492
98329,2024-04-28,82985,3636,443,48612,9019,2285,9437776.23,492
98330,2024-04-30,402283,18696,2688,243539,9977,1645,6078840.36,492
98331,2024-05-03,279780,11251,1859,139226,6936,1781,5915697.6,492
98332,2024-05-08,109482,3510,978,84319,5748,518,1247324.91,492
98333,2024-05-20,18252,751,100,6712,2556,685,2578625.08,492
98334,2024-05-22,25997,1209,69,8992,2569,348,1103477.98,492
98335,2024-05-24,261861,3239,1200,127806,2621,378,462299.87,492
98336,2024-05-25,359251,9310,2700,137067,1171,245,738825.5,492
98337,2024-05-29,378734,10349,589,195188,9795,2794,6393719.72,492
98338,2024-06-09,217949,1261,1586,97303,9453,2558,9357758.85,492
98339,2024-06-10,436528,4153,1176,186704,9846,1300,803194.91,492
98340,2024-06-14,335532,14330,3102,292881,8753,1773,4858779.41,492
98341,2024-06-17,58378,612,65,30637,8752,460,952109.75,492
98342,2024-06-18,345127,6866,1530,229742,5737,1078,3366552.66,492
98343,2024-06-19,227566,8638,635,129738,3558,560,1132899.85,492
98344,2024-06-22,194180,2510,348,121625,3221,450,1448875.26,492
98345,2024-06-23,494655,7380,4280,278199,7952,1088,2832259.4,492
98346,2024-06-25,362807,5282,527,160217,3572,1067,2208051.83,492
98347,2024-06-28,44364,650,156,34788,414,58,255291.5,492
98348,2024-06-30,46534,1724,112,24224,1033,283,1332539.45,492
98349,2024-07-03,99793,785,346,74642,3991,656,1495329.39,492
98350,2024-07-04,49092,449,339,27615,6005,1372,2340637.9,492
98351,2024-07-07,415622,18563,2610,266807,863,89,84991.28,492
98352,2024-07-08,421741,6339,1236,267290,6327,1540,1529298.55,492
98353,2024-07-12,146018,6195,453,68915,244,58,148129.19,492
98354,2024-07-18,367023,15819,3274,149415,1097,153,672963.39,492
98355,2024-07-19,423943,3594,2409,311120,103,15,71199.51,492
98356,2024-07-20,432480,14097,3339,142848,900,207,624374.83,492
98357,2024-07-22,68703,3398,602,39903,9756,1154,1460352.52,492
98358,2024-07-25,468312,20370,2045,146686,4547,663,2288756.83,492
98359,2024-07-26,295787,386,2312,110339,6985,1085,3702313.32,492
98360,2024-07-28,287598,4545,1935,253816,3270,870,3683366.44,492
98361,2024-07-30,308857,397,1255,236639,8315,773,3045095.78,492
98362,2024-07-31,483758,23741,3623,405039,7636,964,4259719.11,492
98363,2024-08-12,474038,4131,4587,210303,2033,585,2757780.49,492
98364,2024-08-19,364643,4382,1408,249859,3999,1034,4915445.06,492
98365,2024-08-20,146980,5964,288,90268,8700,698,1742179.73,492
98366,2024-08-21,306521,11298,2864,239620,2381,705,3255577.57,492
98367,2024-08-26,447616,4976,657,314926,469,83,251760.43,492
98368,2024-08-28,64897,839,227,42501,5146,713,3453039.97,492
98369,2024-09-04,227974,7742,552,148241,7328,1814,1655538.93,492
98370,2024-09-08,253284,12312,1829,193013,7255,1031,801111.46,492
98371,2024-09-10,306546,14152,430,206920,7005,641,537428.95,492
98372,2024-09-11,92003,319,906,75646,8825,859,727337.28,492
98373,2024-09-14,137919,436,253,56367,4023,865,2657278.5,492
98374,2024-09-16,473456,2548,4182,216881,2526,300,1207638.08,492
98375,2024-09-23,462812,5194,1416,141386,4794,479,1331003.79,492
98376,2024-09-25,405073,6156,935,303754,8366,1596,6887889.65,492
98377,2024-10-04,44184,553,357,27013,4133,888,662699.56,492
98378,2024-10-05,361858,435,1803,234770,3497,245,1165515.04,492
98379,2024-10-08,436265,11826,577,360945,6114,1304,1347876.9,492
98380,2024-10-11,489972,16736,3550,241540,9004,2527,10315587.64,492
98381,2024-10-12,429072,20990,4279,325779,9665,2615,1849306.59,492
98382,2024-10-13,349711,3879,3419,111439,9780,1278,6212965.23,492
98383,2024-10-16,216269,2126,1695,142969,6412,876,3071243.69,492
98384,2024-10-17,257326,11454,546,159983,1220,133,588909.81,492
98385,2024-10-18,318536,2891,1957,263628,684,204,749184.95,492
98386,2024-10-22,421380,6448,2526,249135,5964,1356,3378879.27,492
98387,2024-10-23,2043,7,3,1251,9890,724,1320872.38,492
98388,2024-10-24,48681,2366,416,36409,3710,441,317539.1,492
98389,2024-10-25,318674,9989,2337,177139,5338,687,3401872.86,492
98390,2024-10-26,71160,3091,627,43873,8137,2361,7942663.0,492
98391,2024-10-29,212015,6269,381,67405,8126,631,2777759.45,492
98392,2024-10-31,404512,11971,2385,193916,3143,893,1466726.47,492
98393,2024-11-01,229207,5771,1203,105129,6750,1245,4026152.71,492
98394,2024-11-04,363666,11717,454,242448,5052,1448,2278615.19,492
98395,2024-11-06,176382,7733,1326,90215,6717,599,1096476.51,492
98396,2024-11-19,172807,3248,1242,153604,9404,1123,5299704.46,492
98397,2024-11-21,425031,5243,2595,301762,4414,468,360769.43,492
98398,2024-11-26,90340,4083,242,45178,4319,337,356430.19,492
98399,2024-11-27,443303,4848,1776,181134,638,123,138126.25,492
98400,2024-12-01,238985,10939,2030,101758,7628,1482,1008257.52,492
98401,2023-10-06,421565,15938,443,285591,2138,496,974156.0,493
98402,2023-10-07,302639,4483,1456,198763,1065,120,315368.1,493
98403,2023-10-10,428911,12072,3072,198185,5931,1039,3099861.43,493
98404,2023-10-11,105137,864,127,39756,9716,2828,3091470.44,493
98405,2023-10-12,106519,3468,231,67085,4432,1047,3093703.38,493
98406,2023-10-13,441304,7283,3565,306493,6439,1131,4301025.0,493
98407,2023-10-16,211916,6927,758,119577,6539,1478,1662750.54,493
98408,2023-10-18,480869,5031,3507,333902,5214,454,719924.28,493
98409,2023-10-22,457105,22533,3582,312697,8255,2126,3154099.36,493
98410,2023-10-24,136040,4999,1187,64834,4645,453,2010647.19,493
98411,2023-10-27,228200,6303,1151,185635,7318,1024,1836100.87,493
98412,2023-10-29,494747,13582,4772,436379,8191,1709,3110825.28,493
98413,2023-10-31,338909,1906,811,102926,8352,2282,7960126.09,493
98414,2023-11-04,80796,1476,506,42606,1921,151,301888.78,493
